"predictors","val_mae","val_rmse","val_rsq","train_rmse","train_rsquared","train_mae","val_rmse_orig","val_rsq_orig","val_mae_orig","train_rmse_orig","train_rsq_orig","train_mae_orig","aic","apc","fpe","hsp","msep","rmse","press","sbc_SAS","sbc_R","pred_rsq","rsq","adj_rsq","test_rmse","test_rsquared","test_mae","fstat","f_num_df","f_denom_df","predictor_count","best_per_metric","predictor_count_limited","max_allowed_predictors"
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Hatchback  Exotic",0.137943821982975,0.185263408696824,0.932755834472931,0.19189112141174,0.914660869426261,0.143674627736115,24030.3672070414,0.883507003021526,9697.95577271649,23109.5492824084,0.842565406728646,9589.81178699963,-1858.09527508106,0.0858824257243065,0.0371202482656493,9.06265889986938e-06,151.340875494371,0.192361213055456,152.916569953344,-13360.5174106092,-1725.41705925258,0.913497823265895,0.914660869426261,0.914263164378211,0.201808967943697,0.913794823252943,0.150194725981659,2299.84727101225,19,4077,12,"val_rsq_orig","Yes",12
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Flex_Fuel  Hybrid  Diesel  Exotic",0.129126498684052,0.177959408586958,0.938071381914704,0.18666331585846,0.919247420343696,0.139533832636422,25455.7272585143,0.870116613897368,9524.45463347492,23540.4689580658,0.837280473358065,9457.0775238868,-2074.42659220329,0.0812666754131758,0.0351683509903491,8.58611631084798e-06,143.207061302951,0.187235447758143,144.954392110327,-13545.2586763437,-1910.15832498707,0.918001885285957,0.919247420343696,0.918771471937077,0.197751768222177,0.917400635285215,0.149598459975099,1931.40140309402,24,4072,12,"val_mae_orig","Yes",12
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Hatchback  Exotic  Popularity",0.137638603278591,0.18478566446011,0.933224517947299,0.191863391278291,0.914685532312935,0.144609879769233,25036.8578374965,0.875293714835268,9747.88846404655,22901.2752807018,0.845586112318555,9460.79610704831,-1853.27947334511,0.085857605826111,0.0371368471653498,9.06671140956766e-06,151.297138197818,0.192404216911337,152.940881196959,-13336.7475780406,-1701.64722668398,0.913484070828912,0.914685532312935,0.914224825810943,0.202426330242256,0.913214657400942,0.153479740988843,1985.39748919977,22,4074,12,"train_rmse_orig  train_rsq_orig","Yes",12
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Driven_Wheels  Factory_Tuner  Luxury  Flex_Fuel  Diesel  Exotic  Popularity",0.13478698623851,0.182486909635348,0.934854569520721,0.1870723620181,0.918893116934965,0.140467829105227,25935.7463781468,0.867757994607358,9740.73664084212,23283.3598072504,0.84063478870407,9388.38218368709,-2056.49024965521,0.0816232344263695,0.0353226527685505,8.62378805198168e-06,143.835384883323,0.187645747663626,145.578373777388,-13527.3223337956,-1892.22198243899,0.917648909984068,0.918893116934965,0.918415080296075,0.198922339855148,0.916429761670743,0.150448412921868,1922.22319834789,24,4072,12,"train_mae_orig","Yes",12
"city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.128435810501845,0.177599699659272,0.938339867807944,0.186316451298075,0.919547256260788,0.138772355851554,25999.7360317831,0.864637507637885,9577.60754471537,23905.1975910859,0.832420301417614,9480.26479759248,-2087.66714559223,0.0810044647347296,0.035054903984262,8.55843326758406e-06,142.710282977002,0.18691047214717,144.443990547733,-13552.1812194551,-1917.08086809847,0.918290610348169,0.919547256260788,0.919053196178872,0.198350258818797,0.916932570581287,0.148568387478092,1861.20532687967,25,4071,13,"val_mae","Yes",13
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.129702576393824,0.175847640156332,0.939576325655376,0.182266406819843,0.923006915926192,0.135033518202844,25634.5913008006,0.867244094492831,9681.28407701773,24081.329213398,0.829584049644157,9442.53114781634,-2267.74822881807,0.0775210797520019,0.0335474595920348,8.19040024597708e-06,136.573400791176,0.182847515170643,138.295929027632,-13732.2623026809,-2097.1619513243,0.921768459114631,0.923006915926192,0.922534101604933,0.19353055911526,0.920894792933367,0.143362317659003,1952.15515779751,25,4071,13,"val_rmse  val_rsq  train_mae","Yes",13
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hybrid  Diesel  Exotic",0.130758500025437,0.177201744017881,0.938606655649022,0.182220805748525,0.923045436770227,0.136053007593702,25355.4522937372,0.870014367931521,9709.81270834595,23751.8343961379,0.83400146742093,9428.79776328823,-2269.79853493276,0.0774822947434721,0.0335306752733618,8.18630246064669e-06,136.505070982928,0.18280176871234,138.26849303863,-13734.3126087956,-2099.212257439,0.921783979164357,0.923045436770227,0.922572859005367,0.192180241313855,0.921949883785011,0.14307272831219,1953.21385263234,25,4071,13,"rmse  aic  apc  fpe  hsp  msep  sbc_SAS  sbc_R  press  pred_rsq  rsq  adj_rsq  train_rmse","Yes",13
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Luxury  Flex_Fuel  Hatchback  Hybrid  Exotic",0.134577106413359,0.180287833278289,0.93643915396097,0.186946929540406,0.91900184519962,0.13959340391651,23936.8189766773,0.883348806665939,9683.99465546298,23028.2416529937,0.843476686430505,9470.48703763712,-2063.98618948479,0.0815536160627881,0.0352752207227871,8.61222220693603e-06,143.677754852547,0.187496909437763,145.304029123058,-13541.1362839027,-1906.03593254611,0.917804101862766,0.91900184519962,0.918544453213268,0.194450709301512,0.919817974136138,0.144939872079493,2009.22157060668,23,4073,13,"val_rmse_orig","Yes",13
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Size  Factory_Tuner  Performance  Luxury  Flex_Fuel  Hatchback  Exotic",0.138018682649816,0.185452826040365,0.932606356926172,0.191654978047417,0.914870778769117,0.143558133568673,23967.5940728476,0.883801198719259,9703.63003402988,23076.6581311623,0.842882379193215,9589.55462917944,-1866.1851129101,0.0857130121185791,0.0370470396072555,9.04480059002834e-06,151.005605114618,0.192148057519444,152.612767157145,-13362.2892381607,-1727.18888680407,0.913669679090134,0.914870778769117,0.914453069145806,0.201728816346406,0.913851089277079,0.149795089220263,2190.20756935465,20,4076,13,"val_rsq_orig","Yes",13
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic",0.128805463421743,0.177331545918072,0.938493644095148,0.186168382431592,0.919675079788296,0.138917285046686,25401.8008488703,0.870486105466188,9508.26418146589,23499.7489087961,0.837737795803765,9421.79804194532,-2094.18164629673,0.0808757646314758,0.0349992086620708,8.54483560665469e-06,142.483544509997,0.186761931202171,144.21880969706,-13558.6957201596,-1923.59536880297,0.91841799113985,0.919675079788296,0.919181804670317,0.197902434968082,0.917287683215334,0.149213392517456,1864.4262527497,25,4071,13,"val_mae_orig","Yes",13
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Luxury  Flex_Fuel  Diesel  Exotic  Popularity",0.136331683987074,0.183132473393103,0.93433250720867,0.185510874857146,0.920241459303087,0.139142850702998,24181.5849911945,0.881221255261712,9655.29581587142,22854.3895687431,0.845849034349753,9368.08546899338,-2127.17235578301,0.080305501054374,0.0347353607566105,8.48041880800399e-06,141.478877955799,0.186056630019659,143.13673838226,-13604.322450201,-1969.22209884434,0.91903009958657,0.920241459303087,0.919791067347273,0.196914898377796,0.917905473500081,0.147801187393216,2043.20136588727,23,4073,13,"train_rmse_orig","Yes",13
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Factory_Tuner  Performance  Luxury  Flex_Fuel  Hatchback  Exotic  Popularity",0.138191680252172,0.185491609202126,0.932681965041338,0.191372965535192,0.915121122827519,0.144363194162398,24937.668333867,0.875582937257646,9795.739639241,22863.8354271824,0.845872529326836,9461.44167060033,-1872.25113044982,0.0854609512750592,0.0369653004360479,9.02484448795367e-06,150.561534847332,0.191935966405015,152.235253100831,-13349.4012248678,-1714.30087351115,0.913883232059762,0.91512112282752,0.914641816622028,0.202136205356804,0.913441634640477,0.1528715512646,1909.26199649145,23,4073,13,"train_rsq_orig","Yes",13
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Luxury  Flex_Fuel  Hybrid  Diesel  Exotic  Popularity",0.134576596542179,0.181796958004508,0.935357123243754,0.184211324444988,0.921355002608604,0.137494038935573,24795.9753247234,0.875640902326097,9781.53271122295,22912.9114097772,0.845051184342549,9325.99074798319,-2184.77538828161,0.0791843213999576,0.0342504054390071,8.36202003203438e-06,139.503630464518,0.184753256455101,141.126772623496,-13661.9254826996,-2026.82513134294,0.920167101373539,0.921355002608604,0.920910898768682,0.193422375747612,0.9207679983306,0.144271005116197,2074.63867632969,23,4073,13,"train_mae_orig","Yes",13
"city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hatchback  Hybrid  Diesel  Exotic  Crossover",0.128349137709198,0.17675413184621,0.938933934149031,0.186040026516253,0.91978580347068,0.138542865134324,25797.601497401,0.86638952630926,9576.53023117958,23750.1462945089,0.834356831448803,9459.15901512606,-2097.83304151883,0.080803717816895,0.0349680554567281,8.53724501070105e-06,142.322004182828,0.186656092557063,144.06497510086,-13556.0291051042,-1920.92875374752,0.918505012627662,0.91978580347068,0.919273378627986,0.197800215353122,0.917336806589723,0.148583195222332,1794.96723585068,26,4070,14,"val_mae","Yes",14
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic",0.129837909019216,0.174795664830045,0.940268253499832,0.181668300919694,0.923511391350452,0.134807604306595,24722.5247907041,0.876112388139284,9560.60319093192,23598.3900239095,0.836006638855911,9368.60511882837,-2292.68099479984,0.0770507493304608,0.0333439468920904,8.14072845983227e-06,135.711788575736,0.1822698901206,137.448590881053,-13750.8770583852,-2115.77670702853,0.922247783193973,0.923511391350452,0.923022766332052,0.192657222754386,0.921587349378445,0.143632772505007,1890.02068370214,26,4070,14,"val_rmse  val_rsq","Yes",14
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.129420691243904,0.176103744988443,0.93934997086496,0.18136921141382,0.923763037987003,0.134762275642356,25282.9261630687,0.870552737496045,9660.13478943844,23716.419650671,0.834375620089232,9377.31205157458,-2306.18229911324,0.076797253257581,0.0332342456930118,8.113945557487e-06,135.265298363163,0.181969810188681,137.008070664696,-13764.3783626986,-2129.27801134193,0.922496977624778,0.923763037987003,0.923276020539254,0.192063778199542,0.922036479180486,0.142763453647222,1896.7760647116,26,4070,14,"rmse  aic  apc  fpe  hsp  msep  sbc_SAS  sbc_R  press  pred_rsq  rsq  adj_rsq  train_rmse","Yes",14
"Age  city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Driven_Wheels  Performance  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.130225755002915,0.178684262255572,0.937531565762053,0.182260436765612,0.923011959591314,0.134463813888809,25891.3764620362,0.864403325311159,9796.19071520998,23834.0653199376,0.832511080288317,9405.14777215108,-2266.01662400067,0.0775538515826841,0.0335616659269499,8.19388328127748e-06,136.59791761509,0.182863986806843,138.346165021685,-13724.212687586,-2089.11233622936,0.92174004150863,0.923011959591314,0.92252014409976,0.19423973096161,0.920287369832937,0.143077035921398,1876.74437963385,26,4070,14,"train_mae","Yes",14
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Hatchback  Hybrid  Exotic",0.134263390707043,0.180123384691389,0.936564722598837,0.186516454383386,0.919374438098319,0.139274138266335,23893.2631421124,0.884281396598899,9602.74161685288,22979.5366666383,0.844172257614582,9414.74398814372,-2080.87593959478,0.081218106452649,0.0351301204449025,8.57681222407993e-06,143.051879277001,0.187088136145695,144.747578475265,-13551.7080237352,-1916.60767237856,0.918118876071303,0.919374438098319,0.918899238322867,0.192909836470787,0.921062647378124,0.143658121208954,1934.71143210015,24,4072,14,"val_rmse_orig  val_rsq_orig","Yes",14
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic  Crossover",0.128582919982369,0.176567456002567,0.939030189476372,0.185914854290506,0.919893707258143,0.138718832034754,25241.7354076353,0.871830245218518,9503.4599062739,23373.3826154824,0.839306354318702,9406.01880972452,-2103.34801825075,0.0806950210079659,0.0349210165809772,8.5257607459323e-06,142.13055324328,0.186530505827196,143.875615845041,-13561.5440818361,-1926.44373047944,0.918612129781924,0.919893707258143,0.919381971727114,0.197385984728624,0.917666492346639,0.149087055470339,1797.59592891332,26,4070,14,"val_mae_orig","Yes",14
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Luxury  Flex_Fuel  Hybrid  Diesel  Exotic  Popularity",0.133215360967825,0.179141291229508,0.937225785208027,0.182835363537071,0.922525487621507,0.136968890951267,24089.1668387331,0.88200389757026,9607.55239559983,22775.4000226862,0.846843330118944,9297.20529587224,-2244.20995158505,0.0780438987996967,0.0337571470768228,8.24160885393632e-06,137.461052430588,0.183395762581675,139.122149615801,-13715.0420357255,-2079.94168436883,0.921301080861503,0.922525487621507,0.922068859847174,0.191260577990883,0.922462401099977,0.142860505667205,2020.30086533638,24,4072,14,"train_rmse_orig  train_rsq_orig","Yes",14
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Hybrid  Diesel  Exotic  Popularity",0.134429929661206,0.181561287023186,0.935546143971053,0.183506346371441,0.921955800725038,0.137109101286468,24775.6172625144,0.876919361337955,9709.64276700947,22864.2343994331,0.845763007089531,9260.22793811896,-2214.19404379098,0.0786177725180411,0.0340053707023927,8.30221119173454e-06,138.471833369254,0.184068802010196,140.168990251271,-13685.0261279314,-2049.92577657476,0.920708901781829,0.921955800725038,0.921495815267622,0.191604524641967,0.922217863028912,0.143324328305565,2004.31510575058,24,4072,14,"train_mae_orig","Yes",14
"city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hatchback  Hybrid  Diesel  Exotic  Crossover",0.128349137709198,0.17675413184621,0.938933934149031,0.186040026516253,0.91978580347068,0.138542865134324,25797.601497401,0.86638952630926,9576.53023117958,23750.1462945089,0.834356831448803,9459.15901512606,-2097.83304151883,0.080803717816895,0.0349680554567281,8.53724501070105e-06,142.322004182828,0.186656092557063,144.06497510086,-13556.0291051042,-1920.92875374752,0.918505012627662,0.91978580347068,0.919273378627986,0.197800215353122,0.917336806589723,0.148583195222332,1794.96723585068,26,4070,14,"val_mae","Yes",15
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic  Crossover",0.129570049644733,0.174364479277523,0.940567228317077,0.181559589991132,0.923602906047538,0.134737260088378,24626.52910008,0.876958465264362,9549.07951608764,23518.3239986505,0.837030865173675,9356.54512498964,-2295.58577990873,0.0769961400211896,0.0333203386198323,8.13498015173391e-06,135.582639277645,0.182183201802675,137.33126173337,-13747.4638332165,-2112.36348185988,0.922314154200542,0.923602906047538,0.923095970304919,0.192492882504112,0.92169121773093,0.14365240045366,1821.93289681254,27,4069,15,"val_rmse  val_rsq","Yes",15
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Performance  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.129286931057766,0.176409752279766,0.939105471292705,0.180689967605587,0.924332997101103,0.134240878606458,25332.4930945099,0.869692790958191,9685.71874453811,23749.8582465593,0.833723928019083,9390.22200968617,-2334.92716413473,0.0762603241664205,0.0330019118332947,8.05723797696736e-06,134.28693983629,0.181310592481594,136.051991460472,-13786.8052174425,-2151.70486608587,0.923037814581301,0.924332997101103,0.923830905904674,0.192239814434094,0.921889382101553,0.142319922629374,1840.9663496889,27,4069,15,"rmse  aic  apc  fpe  hsp  msep  sbc_SAS  sbc_R  press  pred_rsq  rsq  adj_rsq  train_rmse","Yes",15
"Age  city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Performance  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.129336501161032,0.176454655512921,0.939080636287333,0.180884523307692,0.924169962344511,0.133966995251037,25483.3297493036,0.868220236852446,9696.51594099484,23908.7940323816,0.831574161384163,9404.90472213605,-2326.10912183936,0.0764246373136554,0.0330730189005327,8.07459838219101e-06,134.576279148157,0.181505816433907,136.360988324354,-13777.9871751471,-2142.8868237905,0.922863020565598,0.924169962344511,0.923666789324924,0.192649254903766,0.921589798401905,0.14223223077805,1836.68425446111,27,4069,15,"train_mae","Yes",15
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic",0.132070897274489,0.177767233571936,0.938171513549719,0.182199327933138,0.923063576504483,0.135977516543345,23871.311173962,0.88461769711012,9507.4312103491,22776.3395446749,0.846842735356322,9251.52093371373,-2270.76439385889,0.0775396985633577,0.0335390802366416,8.18838473238374e-06,136.539792476867,0.182780222420605,138.247349558332,-13735.2784677218,-2100.17811636512,0.92179593965412,0.923063576504483,0.922591110135682,0.190272855005146,0.923209928059956,0.142360631295896,1953.7127665773,25,4071,15,"val_rmse_orig  val_rsq_orig","Yes",15
"city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic  Crossover",0.12847770098689,0.17629434843748,0.939233084347302,0.185826280342594,0.919970017894446,0.138534846006796,25271.9554730045,0.871513913158158,9502.36448443282,23452.6398084506,0.838268231430536,9417.42103408706,-2105.25275127765,0.0806575144327724,0.0349048107138145,8.52182042915685e-06,142.029959961116,0.186464547169053,143.800584249115,-13557.1308045854,-1922.03045322879,0.918654573817738,0.919970017894446,0.919438975988118,0.197460082557638,0.917614218305315,0.148922243954434,1732.38685484391,27,4069,15,"val_mae_orig","Yes",15
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic  Popularity",0.132103720427995,0.17804033644173,0.937985222484669,0.182029316509671,0.923207089309629,0.135726035919473,23942.0636146342,0.883259100842714,9559.60024616701,22700.1034792424,0.84777153720026,9243.01520324485,-2278.41384003133,0.0773950604433954,0.0334765183541406,8.17311058771768e-06,136.285098955358,0.182609668960568,137.931646852617,-13742.9279138942,-2107.82756253756,0.921974527044966,0.923207089309629,0.922735504252577,0.191110099876844,0.922556954767841,0.142597298762794,1957.66824139966,25,4071,15,"train_rmse_orig  train_rsq_orig","Yes",15
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic  Popularity",0.133570001180943,0.180468470717246,0.936308635710347,0.182751169052114,0.922596824201679,0.136113167949003,24593.2822438218,0.878268751300887,9666.81346221976,22788.3197884835,0.846677700480629,9211.94011532797,-2245.98410386059,0.0780101107715007,0.0337425526912104,8.2380614297975e-06,137.368142167007,0.183333822939396,139.053369410943,-13710.4981777235,-2075.39782636682,0.921339988596866,0.922596824201679,0.922121491508248,0.191446259199233,0.922314076035505,0.143007795920231,1940.94964842851,25,4071,15,"train_mae_orig","Yes",15
"city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hatchback  Hybrid  Diesel  Exotic  Crossover",0.128349137709198,0.17675413184621,0.938933934149031,0.186040026516253,0.91978580347068,0.138542865134324,25797.601497401,0.86638952630926,9576.53023117958,23750.1462945089,0.834356831448803,9459.15901512606,-2097.83304151883,0.080803717816895,0.0349680554567281,8.53724501070105e-06,142.322004182828,0.186656092557063,144.06497510086,-13556.0291051042,-1920.92875374752,0.918505012627662,0.91978580347068,0.919273378627986,0.197800215353122,0.917336806589723,0.148583195222332,1794.96723585068,26,4070,14,"val_mae","Yes",16
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Factory_Tuner  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic  Crossover",0.129189225978767,0.174104812092621,0.940748550273869,0.181040277692513,0.924039316055444,0.134350563521134,24679.795738949,0.877287779868209,9504.60786139573,23479.8722076897,0.83763542670172,9304.14868584529,-2317.05654348889,0.0765936896440936,0.0331462008241605,8.09248174850695e-06,134.841187653585,0.18168443260819,136.660928556649,-13762.6165865191,-2127.51623516249,0.92269334972488,0.924039316055444,0.923516479489454,0.190846994893457,0.923000255001532,0.142382459692839,1767.35786317022,28,4068,16,"val_rmse  val_rsq","Yes",16
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Factory_Tuner  Performance  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.128986922817806,0.176265014039371,0.939201514542263,0.180056381577703,0.924862716635105,0.133806391577328,25304.850875516,0.870773236677059,9612.83796199095,23671.1630349275,0.834853959844553,9332.4696788332,-2361.70976588445,0.0757634273929353,0.0327869017821442,8.00476065627084e-06,133.379532672211,0.18069703571705,135.215357172855,-13807.2698089147,-2172.16945755804,0.923511083678505,0.924862716635105,0.924345547526399,0.19040440199254,0.923345624255361,0.140774168054111,1788.31778825447,28,4068,16,"rmse  aic  apc  fpe  hsp  msep  sbc_SAS  sbc_R  rsq  adj_rsq  train_rmse","Yes",16
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Performance  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic",0.129422980920033,0.175363641516134,0.939803103957421,0.180075252551359,0.924846966146448,0.134022401767027,24404.314423651,0.878763082069297,9562.04384741305,23274.1170646145,0.84009299971616,9316.19279648851,-2360.85103122396,0.0757793091356648,0.0327937746647066,8.00643863671243e-06,133.40749206497,0.180715973835049,135.185049601718,-13806.4110742542,-2171.31072289756,0.923528228131037,0.924846966146448,0.924329688627299,0.191297213542001,0.922632314156498,0.142666489324663,1787.91254579821,28,4068,16,"press  pred_rsq","Yes",16
"Age  city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Factory_Tuner  Performance  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.129109468652569,0.17634832044584,0.939155022906695,0.180340205912829,0.924625650919192,0.133569240080991,25477.983628737,0.869065703569375,9655.0855350221,23842.6802199205,0.832540190780892,9354.59479756504,-2348.80366652863,0.0760024686564815,0.0328903477678851,8.03001648441251e-06,133.800358565631,0.180981869920494,135.657900330807,-13794.3637095589,-2159.26335820222,0.923260744905714,0.924625650919192,0.924106850089727,0.190965703933003,0.922927018531283,0.14069635755393,1782.23626179072,28,4068,16,"train_mae","Yes",16
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Factory_Tuner  Performance  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic",0.132513104492484,0.178248408045692,0.937805441966411,0.18143399906891,0.923708562410469,0.135394516584158,23834.5103059061,0.884578364690296,9556.5071021128,22775.1453917296,0.846739341846643,9251.87185343246,-2303.25580873989,0.0769271995694444,0.0332741694886037,8.12372466792572e-06,135.428323155707,0.182034812386172,137.159991656318,-13761.4518723252,-2126.35152096858,0.922411038628952,0.923708562410468,0.923221196961494,0.190235718750762,0.923225088502031,0.141675200151894,1895.30990420712,26,4070,16,"val_rmse_orig","Yes",16
"Age  highway_MPG  city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic",0.132117296420944,0.177772157636748,0.938167823566635,0.182195122804318,0.923067127822064,0.135943147135941,23864.0701708838,0.884674758641678,9508.99619579968,22776.2094336743,0.846841338883038,9250.03930395955,-2268.95351213708,0.0775739794460858,0.0335539283171798,8.19202640863639e-06,136.566962214904,0.1827984565603,138.307460275897,-13727.1495757224,-2092.04922436576,0.921761936093119,0.923067127822064,0.922575664756554,0.190257873189608,0.923222725300912,0.142299773441866,1878.20243798765,26,4070,16,"val_rsq_orig","Yes",16
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Factory_Tuner  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic",0.129196985003885,0.174813890781499,0.94021157206858,0.180215440206616,0.924729908101225,0.134170197840683,24405.070962919,0.879828700218557,9491.59912906526,23207.6154257125,0.841208276504885,9256.21276382661,-2354.47452620601,0.0758973426645979,0.0328448541083551,8.01890943140899e-06,133.615287006019,0.18085666028852,135.440599004062,-13800.0345692362,-2164.9342178796,0.923383668391222,0.924729908101225,0.924211824872817,0.189413651904642,0.924127847656594,0.141635654445476,1784.9060872747,28,4068,16,"val_mae_orig","Yes",16
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Hatchback  Hybrid  Diesel  Exotic  Popularity",0.132101984009313,0.17791335113528,0.938084549058009,0.18143600081444,0.923706878967592,0.135328155101177,23932.5074491145,0.883965884775739,9506.57053704203,22654.9582714592,0.848412395229248,9179.50461955819,-2303.16540554934,0.0769288970410112,0.0332749037146894,8.12390392560984e-06,135.431311510011,0.182036820760423,137.149381415785,-13761.3614691347,-2126.26111777803,0.922417040652814,0.923706878967592,0.923219502764437,0.189431490447826,0.923889104268652,0.141442527594218,1895.26462922731,26,4070,16,"train_rmse_orig  train_rsq_orig  train_mae_orig","Yes",16
